numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
500,5.0,Law Practice,attorney,20.75,Doctor,otterbourg p c,st john s university school of law,3
500,5.0,IT Services and IT Consulting,systems architect,21.0,Master,party city,bond university,0
500,5.0,Financial Services,trader,7.67,Bachelor,j p morgan,virginia tech,1
500,1.0,Financial Services,client service representative,2.67,Master,moody s analytics,stevens institute of technology,0
500,7.0,Marketing & Advertising,strategist,24.16,Master,mccann worldgroup,vassar college,0
500,3.0,Information Technology & Services,research,8.01,Doctor,meta,ecole normale supérieure,3
500,5.0,Online Audio and Video Media,strategist,20.67,MBA,svci silicon valley ciso investments,western governors university,0
421,5.0,Construction,architect,34.59,empty,vva project cost managers,smith college,0
490,3.0,IT Services and IT Consulting,it support technician,23.58,empty,ørsted,cittone institute,0
500,2.0,Information Technology & Services,it technician,18.75,Bachelor,dbi staffing,harvard business school online,1
500,7.0,Computer Software,distributor,22.66,MBA,decoupling co,mit sloan school of management,0
500,2.0,Biotechnology,research,8.67,Bachelor,fulbright association,emory university,1
500,5.0,IT Services and IT Consulting,solutions architect,21.66,Master,netapp,university of mumbai,0
376,5.0,Higher Education,teacher,9.51,Master,sacred heart university,sacred heart university,0
205,4.0,Mental Health Care,nurse,25.34,Doctor,weill cornell medicine,new york university,2
317,2.0,Entertainment Providers,actor,42.17,Bachelor,actor singer filmmaker union member,florida state university,2
500,3.0,Law Practice,attorney,11.42,Doctor,simpson thacher bartlett llp,the george washington university law school,3
500,4.0,IT Services and IT Consulting,technical product,8.67,Bachelor,mastercard,missouri university of science and technology,1
500,4.0,Computer Software,design,8.42,Bachelor,mongodb,rochambeau the french international school,1
500,4.0,Computer Software,software engineering,16.17,Master,modal labs,stanford university,0
500,2.0,Law Practice,law,6.83,Doctor,georgetown law criminal justice clinic,georgetown university law center,3
360,3.0,Fine Art,professor,3.49,Bachelor,career break,columbia university graduate school of architecture planning preservation,1
500,3.0,Law Practice,legal,17.59,Doctor,google deepmind,university of california los angeles school of law,3
372,6.0,Accounting,counsel,11.5,Doctor,oppenheimer co inc,fordham university school of law,3
500,3.0,Government Administration,research,9.92,Doctor,city cancer challenge,columbia university mailman school of public health,3
500,3.0,Staffing and Recruiting,talent acquisition consultant,20.08,Bachelor,talentful,university at albany,1
222,4.0,Libraries,community,15.42,Bachelor,self employed,monmouth university,2
500,2.0,Financial Services,quantitative analyst,5.82,Master,citi,new york university,0
484,2.0,Mental Health Care,social worker,11.92,Master,the quad preparatory school,new york university,0
357,2.0,Law Practice,photo,7.59,Bachelor,white case llp,rochester institute of technology,1
469,3.0,Higher Education,machine engineer,0.17,Doctor,citi,new york university,3
500,4.0,Marketing & Advertising,public relations,7.32,Bachelor,shadow,chapman university,1
500,6.0,Management Consulting,professor,11.67,Master,wellspring consulting,yale divinity school,0
500,5.0,Marketing & Advertising,social media,17.08,Master,launchgood,georgetown university,0
500,6.0,"Health, Wellness & Fitness",strategy consultant,10.01,Bachelor,cvs health,lehigh university,1
500,3.0,Law Practice,law,9.08,Doctor,friedman kaplan seiler adelman robbins llp,fordham university school of law,3
500,2.0,Insurance,data scientist,10.34,Doctor,chubb,university of chicago,3
500,1.0,Insurance,business development consultant,5.66,MBA,the weather channel,montclair state university,0
500,3.0,Management Consulting,user researcher,3.5,empty,ibm,trinity college dublin,1
500,5.0,Medical Practice,medical,97.41,Doctor,national kidney foundation eastern pa nj,north shore university hospital manhasset,3
500,3.0,Computer Software,brand ambassador,15.66,Bachelor,attio,rutgers university new brunswick,1
500,5.0,Pharmaceuticals,quality assurance,25.0,Bachelor,abbvie formerly allergan inc,university of puerto rico mayaguez campus,1
500,3.0,Information Technology & Services,data engineer,6.25,Master,bulkmagic,clarkson university,0
400,1.0,Financial Services,reporting,0.17,Master,lucion chicheng venture capital investment management ltd,fordham gabelli school of business,0
206,4.0,Public Relations & Communications,ambassador,8.33,Associate,anycasting china,montclair state university,2
500,2.0,Financial Services,capital markets,21.17,MBA,bank of america merrill lynch,rutgers university,0
500,4.0,Architecture & Planning,designer,6.34,Bachelor,the architect s newspaper,carnegie mellon university,1
500,5.0,IT Services and IT Consulting,consultant project,19.0,MBA,lf decentralized trust,indian institute of management ahmedabad,0
500,5.0,Insurance,counsel,25.25,Doctor,american bar association,fordham university school of law,3
500,5.0,Human Resources Services,human resources business,16.0,Master,buzzfeed,buffalo state university,0
500,2.0,Law Enforcement,security,26.0,empty,hoboken police department,bergen county law and public safety institute,0
500,2.0,Non-profit Organization Management,writer,18.31,Bachelor,trinity times,university of toronto,1
178,1.0,Pharmaceuticals,microbiologist,4.33,Bachelor,topix pharmaceuticals inc,stony brook university,2
324,4.0,Chemicals,small business,6.67,Bachelor,jajaja plantas mexicana,university of arizona,2
500,6.0,Online Audio and Video Media,mergers acquisitions,16.5,MBA,deloitte,new york university,0
292,1.0,Transportation/Trucking/Railroad,leasing consultant,17.0,Bachelor,stitch this print that,towson university,2
500,2.0,Marketing & Advertising,writer,18.57,Bachelor,wild geese productions limited,the university of texas at austin red mccombs school of business,1
418,2.0,Human Resources,staffing,9.01,Bachelor,freelance,boston university,1
450,6.0,Law Practice,law,18.0,Doctor,weil gotshal manges llp,university of pittsburgh school of law,3
500,5.0,Investment Banking,research engineer,10.24,Bachelor,citi,penn state university,1
488,3.0,Music,public relations,14.09,Bachelor,culture file,bard college,1
500,2.0,Medical Practices,teacher,2.59,Doctor,university of florida college of education,new york medicine jobs,3
152,3.0,Financial Services,investment consultant,4.75,Bachelor,morgan stanley,mount holyoke college,2
500,5.0,Information Technology & Services,business strategy,8.25,MBA,exl,university of virginia darden school of business,0
500,3.0,Advertising Services,brand,11.9,Bachelor,kapitus,washington university in st louis olin business school,1
500,2.0,Hospitality,data scientist,4.91,Master,mckinsey company,purdue university,0
500,4.0,Financial Services,investment,10.91,MBA,axumis,hofstra university,0
500,5.0,Financial Services,data analytics,32.33,MBA,sutherland,duke university the fuqua school of business,0
500,1.0,Real Estate,real estate broker,25.17,empty,exp realty,360 training,0
483,1.0,Mental Health Care,research,8.15,Master,columbia university department of psychiatry and new york state psychiatric institute,teachers college columbia university,0
500,5.0,Education Management,education,47.58,Doctor,the new york botanical garden,binghamton university,3
500,4.0,"Technology, Information and Internet",product,24.0,Bachelor,publicis sapient,harvard business school online,1
412,2.0,Research Services,professor,19.58,Doctor,nyu robert f wagner graduate school of public service,university of california berkeley,3
377,2.0,Construction,project development,22.42,empty,lgr builders inc,florida atlantic university,2
373,2.0,International Affairs,affairs,1.5,Master,u s department of state,columbia university,0
458,6.0,Financial Services,capital markets,8.17,MBA,bluerock,northeastern university,0
351,2.0,Internet,software engineering,5.5,Doctor,google,columbia university,2
500,2.0,Computer Software,research,5.24,Master,two sigma,uc santa barbara,0
356,3.0,Construction,projectmanager,7.0,Bachelor,transmatch realty advisors b v,schoevers college,2
500,1.0,Research,teaching,10.66,Bachelor,albert einstein college of medicine,lehigh university,1
500,5.0,Events Services,media relations,9.84,Bachelor,forbes,university of washington,1
361,2.0,Writing and Editing,substitute teacher,11.5,Master,merrick academy queens public charter school,suny oneonta,0
500,3.0,Entertainment Providers,market,14.83,Bachelor,uber,maine media college,1
500,6.0,Public Relations and Communications Services,media relations,12.0,Bachelor,m booth,stony brook university,1
165,1.0,Aviation & Aerospace,crew,8.76,empty,flexjet,western suffolk boces,2
497,2.0,Commercial Real Estate,analyst,3.58,empty,alvarez marsal property investments llc,santa clara university,1
500,1.0,Entertainment,student,3.49,Bachelor,likely story,nyu tisch school of the arts,1
500,5.0,E-Learning Providers,sales business development,32.84,empty,greenwich tent company,southern connecticut state university,0
500,5.0,Manufacturing,counsel,17.0,Doctor,harry s inc,fordham university school of law,3
500,4.0,Financial Services,business strategy,15.83,MBA,meta,cornell johnson graduate school of management,0
500,6.0,Marketing & Advertising,brand marketing,19.0,empty,publicis production,colorado state university,0
500,5.0,Financial Services,data analytics,5.59,Bachelor,capital one,carnegie mellon university,1
184,3.0,Writing & Editing,writer,10.24,empty,byline,lunds universitet,2
500,4.0,Financial Services,business data analyst,6.67,Master,etoro,baruch college,0
152,3.0,Biotechnology,physician,14.0,Doctor,penn state health,new york institute of technology college of osteopathic medicine,2
500,2.0,Legal Services,student worker,1.33,Doctor,qc law ny,brooklyn law school,3
258,1.0,IT Services and IT Consulting,web designer,10.58,empty,local wisdom,general assembly,2
348,3.0,Computer Software,research engineer,6.66,Doctor,epic,stony brook university,3
500,4.0,Entertainment Providers,counsel,16.5,Doctor,interpublic group ipg,ucla,3
500,4.0,Semiconductor Manufacturing,r d engineer,28.5,Doctor,ibm,university of cincinnati,3
500,3.0,Pharmaceutical Manufacturing,physician,9.83,Doctor,independent consultant,terenure college,3
500,5.0,Investment Banking,portfolio,17.16,MBA,centre lane partners llc,college of the holy cross,0
500,6.0,Media Production,producer,14.17,MBA,medrina,cornell johnson graduate school of management,0
500,7.0,Consumer Goods,marketing product,28.91,Bachelor,bark,rutgers business school,1
500,6.0,"Museums, Historical Sites, and Zoos",directors,15.83,Master,society of winterthur fellows,university of delaware,0
500,6.0,Medical Practices,physician,14.26,Doctor,memorial sloan kettering cancer center,harvard t h chan school of public health,3
424,2.0,Law Practice,law,14.25,Doctor,troutman pepper locke llp,city university of new york school of law,3
381,1.0,Broadcast Media,journalist,16.66,Master,globo,new york university,0
500,4.0,Information Technology & Services,host,13.07,Bachelor,888 aligned podcast,binghamton university school of management,1
350,3.0,Hospital & Health Care,substitute teacher,5.42,Doctor,icahn school of medicine at mount sinai,mcmaster university,2
500,5.0,Industrial Machinery Manufacturing,sales business development,11.49,Bachelor,bea fasteners usa inc,fachhochschule worms,1
206,2.0,Marketing & Advertising,accountant,7.25,Bachelor,psyop,hunter college,2
500,6.0,Marketing & Advertising,brand marketing,15.41,Bachelor,blackrock,university of north carolina at chapel hill,1
